3.325000000000000000e+03 6.859999895095825195e-01
3.375000000000000000e+03 6.060000061988830566e-01
3.425000000000000000e+03 5.809999704360961914e-01
3.475000000000000000e+03 5.519999861717224121e-01
3.525000000000000000e+03 5.260000228881835938e-01
3.575000000000000000e+03 5.040000081062316895e-01
3.625000000000000000e+03 4.779999852180480957e-01
3.675000000000000000e+03 4.560000002384185791e-01
3.725000000000000000e+03 4.300000071525573730e-01
3.775000000000000000e+03 4.090000092983245850e-01
3.825000000000000000e+03 3.860000073909759521e-01
3.875000000000000000e+03 3.779999911785125732e-01
3.925000000000000000e+03 3.630000054836273193e-01
3.975000000000000000e+03 3.449999988079071045e-01
4.025000000000000000e+03 3.300000131130218506e-01
4.075000000000000000e+03 3.160000145435333252e-01
4.125000000000000000e+03 2.980000078678131104e-01
4.175000000000000000e+03 2.849999964237213135e-01
4.225000000000000000e+03 2.739999890327453613e-01
4.275000000000000000e+03 2.649999856948852539e-01
4.325000000000000000e+03 2.529999911785125732e-01
4.375000000000000000e+03 2.409999966621398926e-01
4.425000000000000000e+03 2.290000021457672119e-01
4.475000000000000000e+03 2.210000008344650269e-01
4.525000000000000000e+03 2.119999974966049194e-01
4.575000000000000000e+03 2.039999961853027344e-01
4.625000000000000000e+03 1.979999989271163940e-01
4.675000000000000000e+03 1.899999976158142090e-01
4.725000000000000000e+03 1.850000023841857910e-01
4.775000000000000000e+03 1.819999963045120239e-01
4.825000000000000000e+03 1.759999990463256836e-01
4.875000000000000000e+03 1.689999997615814209e-01
4.925000000000000000e+03 1.620000004768371582e-01
4.975000000000000000e+03 1.570000052452087402e-01
5.025000000000000000e+03 1.560000032186508179e-01
5.075000000000000000e+03 1.529999971389770508e-01
5.125000000000000000e+03 1.459999978542327881e-01
5.175000000000000000e+03 1.430000066757202148e-01
5.225000000000000000e+03 1.410000026226043701e-01
5.275000000000000000e+03 1.389999985694885254e-01
5.325000000000000000e+03 1.389999985694885254e-01
5.375000000000000000e+03 1.340000033378601074e-01
5.425000000000000000e+03 1.330000013113021851e-01
5.475000000000000000e+03 1.309999972581863403e-01
5.525000000000000000e+03 1.289999932050704956e-01
5.575000000000000000e+03 1.270000040531158447e-01
5.625000000000000000e+03 1.280000060796737671e-01
5.675000000000000000e+03 1.299999952316284180e-01
5.725000000000000000e+03 1.340000033378601074e-01
5.775000000000000000e+03 1.319999992847442627e-01
5.825000000000000000e+03 1.239999979734420776e-01
5.875000000000000000e+03 1.220000013709068298e-01
5.925000000000000000e+03 1.250000000000000000e-01
5.975000000000000000e+03 1.220000013709068298e-01
6.025000000000000000e+03 1.169999986886978149e-01
6.075000000000000000e+03 1.150000020861625671e-01
6.125000000000000000e+03 1.080000028014183044e-01
6.175000000000000000e+03 1.040000021457672119e-01
6.225000000000000000e+03 1.019999980926513672e-01
6.275000000000000000e+03 9.899999946355819702e-02
6.325000000000000000e+03 9.499999880790710449e-02
6.375000000000000000e+03 9.200000017881393433e-02
6.425000000000000000e+03 8.500000089406967163e-02
6.475000000000000000e+03 8.600000292062759399e-02
6.525000000000000000e+03 8.299999684095382690e-02
6.575000000000000000e+03 8.100000023841857910e-02
6.625000000000000000e+03 7.599999755620956421e-02
6.675000000000000000e+03 7.199999690055847168e-02
6.725000000000000000e+03 6.800000369548797607e-02
6.775000000000000000e+03 6.400000303983688354e-02
7.060000000000000000e+03 6.400000303983688354e-02
7.450000000000000000e+03 4.800000041723251343e-02
7.940000000000000000e+03 4.199999943375587463e-02
8.500000000000000000e+03 3.200000151991844177e-02
8.675000000000000000e+03 2.999999932944774628e-02
8.850000000000000000e+03 2.899999916553497314e-02
1.000000000000000000e+04 2.199999988079071045e-02
